Species,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Ethiopia,guji-hambela,300,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Other,Washed / Wet,8.67,8.83,8.67,8.75,8.5,8.42,10.0,10.0,10.0,8.75,90.58,0.12,0,0.0,Green,0,"April 3rd, 2016",METAD Agricultural Development plc,m,1950.0,2200.0,2075.0
Arabica,Ethiopia,guji-hambela,300,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Other,Washed / Wet,8.75,8.67,8.5,8.58,8.42,8.42,10.0,10.0,10.0,8.58,89.92,0.12,0,0.0,Green,1,"April 3rd, 2016",METAD Agricultural Development plc,m,1950.0,2200.0,2075.0
Arabica,Guatemala,Unknown,5,1,Specialty Coffee Association,2012,"May 31st, 2010",Bourbon,Washed / Wet,8.42,8.5,8.42,8.42,8.33,8.42,10.0,10.0,10.0,9.25,89.75,0.0,0,0.0,None,0,"May 31st, 2011",Specialty Coffee Association,m,1600.0,1800.0,1700.0
Arabica,Ethiopia,oromia,320,60 kg,METAD Agricultural Development plc,2014,"March 26th, 2015",Other,Natural / Dry,8.17,8.58,8.42,8.42,8.5,8.25,10.0,10.0,10.0,8.67,89.0,0.11,0,0.0,Green,2,"March 25th, 2016",METAD Agricultural Development plc,m,1800.0,2200.0,2000.0
Arabica,Ethiopia,guji-hambela,300,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Other,Washed / Wet,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,10.0,8.58,88.83,0.12,0,0.0,Green,2,"April 3rd, 2016",METAD Agricultural Development plc,m,1950.0,2200.0,2075.0
Arabica,Brazil,Unknown,100,30 kg,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",Other,Natural / Dry,8.58,8.42,8.42,8.5,8.25,8.33,10.0,10.0,10.0,8.33,88.83,0.11,0,0.0,Bluish-Green,1,"September 3rd, 2014",Specialty Coffee Institute of Asia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Peru,Unknown,100,69 kg,Specialty Coffee Institute of Asia,2012,"September 17th, 2012",Other,Washed / Wet,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,10.0,8.5,88.75,0.11,0,0.0,Bluish-Green,0,"September 17th, 2013",Specialty Coffee Institute of Asia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,oromia,300,60 kg,Ethiopia Commodity Exchange,Mar-10,"September 2nd, 2010",Other,Washed / Wet,8.25,8.33,8.5,8.42,8.33,8.5,10.0,10.0,9.33,9.0,88.67,0.03,0,0.0,None,0,"September 2nd, 2011",Ethiopia Commodity Exchange,m,1570.0,1700.0,1635.0
Arabica,Ethiopia,oromiya,300,60 kg,Ethiopia Commodity Exchange,Mar-10,"September 2nd, 2010",Other,Washed / Wet,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10.0,9.33,8.67,88.42,0.03,0,0.0,None,0,"September 2nd, 2011",Ethiopia Commodity Exchange,m,1570.0,1700.0,1635.0
Arabica,Ethiopia,"snnp/kaffa zone,gimbowereda",50,60 kg,METAD Agricultural Development plc,2014,"March 30th, 2015",Other,Natural / Dry,8.08,8.58,8.5,8.5,7.67,8.42,10.0,10.0,10.0,8.5,88.25,0.1,0,0.0,Green,4,"March 29th, 2016",METAD Agricultural Development plc,m,1795.0,1850.0,1822.5
Arabica,Ethiopia,oromia,300,60 kg,METAD Agricultural Development plc,2014,"March 27th, 2015",Other,Natural / Dry,8.17,8.67,8.25,8.5,7.75,8.17,10.0,10.0,10.0,8.58,88.08,0.1,0,0.0,None,1,"March 26th, 2016",METAD Agricultural Development plc,m,1855.0,1955.0,1905.0
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,10.0,8.5,87.92,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,1872.0,1872.0,1872.0
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,8.33,87.92,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,1943.0,1943.0,1943.0
Arabica,United States (Hawaii),kona,1,1,Specialty Coffee Association,Sept 2009 - April 2010,"May 31st, 2010",Other,Washed / Wet,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,8.58,87.92,0.0,0,0.0,None,2,"May 31st, 2011",Specialty Coffee Association,ft,609.6,609.6,609.6
Arabica,Ethiopia,oromiya,300,60 kg,Ethiopia Commodity Exchange,Mar-10,"August 31st, 2010",Other,Washed / Wet,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,8.5,87.83,0.05,0,0.0,None,2,"August 31st, 2011",Ethiopia Commodity Exchange,m,1570.0,1700.0,1635.0
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,8.17,87.58,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,2080.0,2080.0,2080.0
Arabica,Indonesia,sulawesi,1,"2 kg,lbs",Specialty Coffee Association,May-August,"May 31st, 2010",Other,Washed / Wet,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,8.33,87.42,0.03,0,0.0,None,0,"May 31st, 2011",Specialty Coffee Association,m,1200.0,1800.0,1500.0
Arabica,Ethiopia,yirgacheffe,150,6,Ethiopia Commodity Exchange,2009/2010,"June 16th, 2010",Other,Washed / Wet,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,8.83,87.33,0.05,0,0.0,None,2,"June 16th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,"April 7th, 2016",Catimor,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,8.42,87.25,0.1,0,0.0,Green,0,"April 7th, 2017",Yunnan Coffee Exchange,m,1450.0,1450.0,1450.0
Arabica,Ethiopia,gedio,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",Ethiopian Yirgacheffe,Natural / Dry,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,87.25,0.0,0,0.0,None,8,"March 24th, 2016",Blossom Valley International,m,1700.0,2000.0,1850.0
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,2019.0,2019.0,2019.0
Arabica,Costa Rica,san ramon,250,3 lbs,Specialty Coffee Association,2014,"April 2nd, 2014",Caturra,Washed / Wet,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,0.11,0,0.0,Green,2,"April 2nd, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0
Arabica,Mexico,xalapa,14,1 kg,AMECAFE,2012,"July 26th, 2012",Other,Washed / Wet,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,10.0,8.58,87.17,0.13,0,0.0,Green,0,"July 26th, 2013",AMECAFE,m,1320.0,1320.0,1320.0
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,2112.0,2112.0,2112.0
Arabica,Ethiopia,sidamo,100,60 kg,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",Other,Natural / Dry,8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,10.0,8.08,87.08,0.11,0,0.0,Bluish-Green,1,"September 3rd, 2014",Specialty Coffee Institute of Asia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,south of minas,3,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Natural / Dry,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.92,86.92,0.12,0,0.0,Green,2,"December 2nd, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0
Arabica,Ethiopia,sidamo,150,6,Ethiopia Commodity Exchange,2009/2010,"June 16th, 2010",Other,Washed / Wet,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,8.25,86.92,0.05,0,0.0,None,2,"June 16th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Uganda,kapchorwa eastern,100,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,0.12,0,0.0,Green,1,"June 26th, 2015",Uganda Coffee Development Authority,m,1950.0,1950.0,1950.0
Arabica,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,2016,"May 18th, 2017",Caturra,Washed / Wet,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,0.1,0,0.0,Green,3,"May 18th, 2018",Instituto Hondureño del Café,m,1400.0,1400.0,1400.0
Arabica,Taiwan,"leye, alishan township, chiayi county",20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016",Sumatra,Pulped natural / honey,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,0.0,0,0.0,Green,0,"May 18th, 2017",Specialty Coffee Association,m,1200.0,1200.0,1200.0
Arabica,Nicaragua,Unknown,275,6,Specialty Coffee Association,2012,"May 18th, 2010",Other,Washed / Wet,7.92,8.25,8.0,8.33,8.0,8.08,10.0,10.0,10.0,8.0,86.58,0.08,0,0.0,None,2,"May 18th, 2011",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,"Tanzania, United Republic Of",Unknown,100,60 kg,Specialty Coffee Institute of Asia,2012,"September 3rd, 2013",Other,Natural / Dry,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,0,0.0,Bluish-Green,1,"September 3rd, 2014",Specialty Coffee Institute of Asia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,vale da grama,29,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Natural / Dry,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,8.0,86.42,0.12,0,0.0,Green,2,"December 2nd, 2012",NUCOFFEE,m,1300.0,1300.0,1300.0
Arabica,Costa Rica,west and central valley,250,2 lbs,Specialty Coffee Association of Costa Rica,2015/2016,"December 3rd, 2015",Caturra,Washed / Wet,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,0.0,0,0.0,Blue-Green,0,"December 2nd, 2016",Specialty Coffee Association of Costa Rica,m,1300.0,1300.0,1300.0
Arabica,Ethiopia,oromia,320,60 kg,METAD Agricultural Development plc,2014,"March 27th, 2015",Other,Natural / Dry,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,86.25,0.1,0,0.0,Green,3,"March 26th, 2016",METAD Agricultural Development plc,m,1750.0,1800.0,1775.0
Arabica,Kenya,muranga,320,1 kg,Kenya Coffee Traders Association,2013,"May 30th, 2014",SL34,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,0.12,0,0.0,Blue-Green,1,"May 30th, 2015",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0
Arabica,United States (Hawaii),kona,10,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,8.33,86.25,0.0,1,0.0,None,4,"April 6th, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,United States (Hawaii),kona,25,100 lbs,Specialty Coffee Association,2010,"January 28th, 2011",Other,Washed / Wet,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,8.25,86.25,0.0,2,0.0,None,1,"January 28th, 2012",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,yirgacheffe,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.25,0.1,0,0.0,None,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,United States,antioquia,10,1 kg,Almacafé,2014,"March 13th, 2015",Other,Washed / Wet,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,0.0,0,0.0,None,0,"March 12th, 2016",Almacafé,m,1941.0,1941.0,1941.0
Arabica,Thailand,chiang rai,53,1 kg,Specialty Coffee Association,2012,"April 12th, 2012",Caturra,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,0.1,1,0.0,Green,9,"April 12th, 2013",Specialty Coffee Association,m,1300.0,1300.0,1300.0
Arabica,Brazil,sul de minas - carmo de minas,300,60 kg,Specialty Coffee Association,2010,"January 4th, 2011",Yellow Bourbon,Washed / Wet,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,8.08,86.17,0.08,0,0.0,None,2,"January 4th, 2012",Specialty Coffee Association,m,12.0,12.0,12.0
Arabica,Brazil,sul de minas - carmo de minas,300,60 kg,Specialty Coffee Association,2010,"January 4th, 2011",Yellow Bourbon,Washed / Wet,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,8.17,86.17,0.01,0,0.0,None,3,"January 4th, 2012",Specialty Coffee Association,m,12.0,12.0,12.0
Arabica,Taiwan,natou county,10,15 kg,Specialty Coffee Association,2015,"June 10th, 2015",Bourbon,Semi-washed / Semi-pulped,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,0.12,0,0.0,Green,0,"June 9th, 2016",Specialty Coffee Association,m,1000.0,1000.0,1000.0
Arabica,Kenya,nyeri,12,60 kg,Kenya Coffee Traders Association,2014,"January 29th, 2015",SL28,Natural / Dry,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,0.11,0,0.0,Bluish-Green,2,"January 29th, 2016",Kenya Coffee Traders Association,m,1754.0,1754.0,1754.0
Arabica,Brazil,south of minas,7,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,0.11,0,0.0,Blue-Green,2,"December 2nd, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0
Arabica,Uganda,eastern uganda,1,60 kg,Uganda Coffee Development Authority,2014,"October 1st, 2014",Other,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,0.0,0,0.0,None,0,"October 1st, 2015",Uganda Coffee Development Authority,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,tolima,1,2 kg,Specialty Coffee Association,2013,"March 20th, 2014",Caturra,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,0.12,1,0.0,Green,1,"March 20th, 2015",Specialty Coffee Association,m,900.0,1500.0,1200.0
Arabica,Kenya,kiambu,1,1 kg,Specialty Coffee Association,2013,"February 6th, 2014",SL28,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,0.11,0,0.0,Green,1,"February 6th, 2015",Specialty Coffee Association,m,1520.0,2200.0,1860.0
Arabica,Uganda,"sipi, mt elgon",1,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,0.1,0,0.0,Blue-Green,0,"February 12th, 2013",Africa Fine Coffee Association,m,1400.0,1900.0,1650.0
Arabica,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,86.0,0.01,0,0.0,None,4,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
Arabica,United States (Hawaii),kona,1,2,Specialty Coffee Association,Fall 2009,"May 31st, 2010",Other,Washed / Wet,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,0.0,0,0.0,None,0,"May 31st, 2011",Specialty Coffee Association,ft,426.72,426.72,426.72
Arabica,Guatemala,nuevo oriente,80,69 kg,Asociacion Nacional Del Café,2016,"May 16th, 2016",Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,85.92,0.1,0,1.0,Green,3,"May 16th, 2017",Asociacion Nacional Del Café,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Uganda,eastern,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,0.12,0,0.0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0
Arabica,Colombia,huila,275,70 kg,Almacafé,2013,"July 26th, 2013",Caturra,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,1,0.0,Blue-Green,0,"July 26th, 2014",Almacafé,m,1800.0,1800.0,1800.0
Arabica,Panama,boquete,37,60 kg,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Gesha,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,0,1.0,Bluish-Green,0,"October 9th, 2018",Specialty Coffee Association of Costa Rica,m,1600.0,1600.0,1600.0
Arabica,Ethiopia,oromia,320,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Other,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Green,4,"April 3rd, 2016",METAD Agricultural Development plc,m,1800.0,2000.0,1900.0
Arabica,Guatemala,acatenango,150,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.12,0,0.0,Green,3,"July 3rd, 2013",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0
Arabica,Guatemala,nuevo oriente,275,1 kg,Asociacion Nacional Del Café,2012,"June 5th, 2012",Catuai,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Bluish-Green,1,"June 5th, 2013",Asociacion Nacional Del Café,ft,1417.32,1417.32,1417.32
Arabica,Ethiopia,addis ababa,320,19200 kg,METAD Agricultural Development plc,2017,"June 23rd, 2017",Caturra,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,0,4.0,None,7,"June 23rd, 2018",METAD Agricultural Development plc,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Peru,cajamarca,280,5 lbs,Specialty Coffee Association,2013,"January 22nd, 2014",Other,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,4,0.0,Green,6,"January 22nd, 2015",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Papua New Guinea,eastern highlands province,7,60 kg,Specialty Coffee Association,2012,"October 25th, 2012",Other,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,0,0.0,Bluish-Green,1,"October 25th, 2013",Specialty Coffee Association,m,1700.0,1700.0,1700.0
Arabica,El Salvador,apaneca,275,2 kg,Specialty Coffee Association,2013,"March 18th, 2013",Bourbon,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,0,0.0,Blue-Green,3,"March 18th, 2014",Specialty Coffee Association,m,1500.0,1500.0,1500.0
Arabica,El Salvador,"ataco, apaneca - ilamatepec mountain range",19,1 kg,Specialty Coffee Association,2012,"January 12th, 2013",Bourbon,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,0.11,0,0.0,None,0,"January 12th, 2014",Specialty Coffee Association,m,1300.0,1400.0,1350.0
Arabica,United States (Hawaii),kona,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,0,0.0,None,1,"April 6th, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Panama,boquete,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",Caturra,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,2,0.0,None,2,"May 22nd, 2016",Blossom Valley International,m,1680.0,1680.0,1680.0
Arabica,Kenya,kirinyaga,16,60 kg,Blossom Valley International,2014,"May 23rd, 2015",SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,0,0.0,Green,3,"May 22nd, 2016",Blossom Valley International,m,1900.0,1900.0,1900.0
Arabica,Ethiopia,oromia,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Other,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,0,0.0,Green,7,"March 30th, 2016",METAD Agricultural Development plc,m,1800.0,2000.0,1900.0
Arabica,Uganda,bulambuli eastern region,320,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,Green,1,"June 26th, 2015",Uganda Coffee Development Authority,m,1600.0,1600.0,1600.0
Arabica,Guatemala,huehuetenango,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,Green,1,"February 26th, 2014",Asociacion Nacional Del Café,ft,1706.88,1755.648,1731.264
Arabica,Ethiopia,oromia,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Other,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0,0.0,Green,18,"March 30th, 2016",METAD Agricultural Development plc,m,1800.0,2000.0,1900.0
Arabica,Uganda,kapchorwa,150,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,Green,5,"June 26th, 2015",Uganda Coffee Development Authority,m,1950.0,1950.0,1950.0
Arabica,United States (Hawaii),kona,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,None,6,"April 6th, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,south of minas,5,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0
Arabica,El Salvador,apaneca,2,"1 kg,lbs",Specialty Coffee Association,2009 / 2010,"May 31st, 2010",Other,Washed / Wet,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0.0,None,0,"May 31st, 2011",Specialty Coffee Association,m,1400.0,1400.0,1400.0
Arabica,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,m,1700.0,1700.0,1700.0
Arabica,Guatemala,huehuetenango,36,30 kg,Blossom Valley International,2014,"May 23rd, 2015",Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,Green,1,"May 22nd, 2016",Blossom Valley International,m,1770.0,1770.0,1770.0
Arabica,Costa Rica,west valley,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,Bluish-Green,0,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0
Arabica,Costa Rica,san ramon,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Bluish-Green,2,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0
Arabica,Kenya,central kenya,20,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,Green,2,"April 19th, 2014",Kenya Coffee Traders Association,m,1600.0,1600.0,1600.0
Arabica,Kenya,central kenya,300,60 kg,Kenya Coffee Traders Association,2012,"March 12th, 2013",SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,Green,6,"March 12th, 2014",Kenya Coffee Traders Association,m,1200.0,1200.0,1200.0
Arabica,Ethiopia,yirgacheffe,360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0.0,None,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,yirgacheffe,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Typica,Washed / Wet,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0,0.0,None,3,"June 17th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Bourbon,Washed / Wet,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2.0,Green,2,"April 27th, 2017",Asociacion Nacional Del Café,m,1759.5489542435423,1808.8438029520298,1784.196378597786
