Species,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2015,"February 6th, 2017",Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,0,2.0,Bluish-Green,2,"February 6th, 2018",Brazil Specialty Coffee Association,m,905.0,905.0,905.0
Arabica,El Salvador,"el balsamo, quezaltepec",275,69 kg,Salvadoran Coffee Council,2016,"April 8th, 2016",Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.0,0,0.0,Green,4,"April 8th, 2017",Salvadoran Coffee Council,m,1250.0,1250.0,1250.0
Arabica,Rwanda,gicumbi,150,60 kg,Specialty Coffee Association,2015,"March 25th, 2016",Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,0,0.0,Bluish-Green,0,"March 25th, 2017",Specialty Coffee Association,m,1900.0,1900.0,1900.0
Arabica,Vietnam,vietnam tutra,3,2 kg,Specialty Coffee Association,2014,"January 19th, 2016",Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,11,0.0,Green,0,"January 18th, 2017",Specialty Coffee Association,m,1040.0,1040.0,1040.0
Arabica,Guatemala,oriente,80,69 kg,Asociacion Nacional Del Café,2015,"July 20th, 2015",Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,Green,2,"July 19th, 2016",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Brazil,cerrado,300,60 kg,Brazil Specialty Coffee Association,2015,"May 26th, 2015",Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,2,0.0,Green,6,"May 25th, 2016",Brazil Specialty Coffee Association,m,900.0,900.0,900.0
Arabica,Colombia,huila,100,24 kg,Blossom Valley International,2014,"March 21st, 2015",Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.0,0,0.0,None,1,"March 20th, 2016",Blossom Valley International,m,1200.0,2000.0,1600.0
Arabica,United States,berastagi,300,60 kg,Specialty Coffee Association,2014,"February 20th, 2015",Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,0,0.0,None,9,"February 20th, 2016",Specialty Coffee Association,m,1200.0,1200.0,1200.0
Arabica,Guatemala,antigua,250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,Green,4,"March 24th, 2015",Asociacion Nacional Del Café,m,1500.0,1500.0,1500.0
Arabica,Colombia,santander,40,1 kg,Almacafé,2013,"January 20th, 2014",Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.0,4,0.0,Green,4,"January 20th, 2015",Almacafé,m,1800.0,1800.0,1800.0
Arabica,Colombia,huila,125,70 kg,Almacafé,2013,"May 10th, 2013",Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,Green,3,"May 10th, 2014",Almacafé,m,1600.0,1950.0,1775.0
Arabica,"Tanzania, United Republic Of",arusha,300,2 kg,Tanzanian Coffee Board,2012,"April 19th, 2013",Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,0,0.0,Green,5,"April 19th, 2014",Tanzanian Coffee Board,m,1400.0,1400.0,1400.0
Arabica,Mexico,la concordia,250,1 kg,AMECAFE,2012,"August 30th, 2012",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,2,0.0,Green,10,"August 30th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
Arabica,Mexico,veracruz,250,1 kg,AMECAFE,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,0.12,0,0.0,Blue-Green,7,"July 11th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
Arabica,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,0.11,0,0.0,Green,10,"July 9th, 2013",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
Arabica,Mexico,la concordia,250,1 kg,AMECAFE,2012,"June 6th, 2012",Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,None,2,"June 6th, 2013",AMECAFE,m,1380.0,1380.0,1380.0
Arabica,El Salvador,santa ana,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",Other,Washed / Wet,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,82.83,0.0,1,0.0,None,3,"August 22nd, 2012",Specialty Coffee Association,m,1200.0,1200.0,1200.0
Arabica,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,2012,"January 9th, 2018",Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.75,0.1,0,1.0,Green,3,"January 9th, 2019",Asociacion Nacional Del Café,m,1100.0,1100.0,1100.0
Arabica,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,2017,"October 17th, 2017",Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,Green,8,"October 17th, 2018",Asociacion Nacional Del Café,m,1800.0,1800.0,1800.0
Arabica,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,2017,"September 19th, 2017",Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,Green,4,"September 19th, 2018",Asociacion Nacional Del Café,m,1700.0,1700.0,1700.0
Arabica,Guatemala,santa rosa,50,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75,0.1,0,0.0,Green,1,"September 8th, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.1,0,0.0,Green,1,"August 22nd, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Indonesia,sapan toraja,2,1 kg,Specialty Coffee Association of Indonesia,2017,"August 8th, 2017",Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,0.12,0,0.0,Blue-Green,15,"August 8th, 2018",Specialty Coffee Association of Indonesia,m,1500.0,1500.0,1500.0
Arabica,Guatemala,el progreso,25,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,ft,157.8864,157.8864,157.8864
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",8,10 kg,Specialty Coffee Association,2016,"June 1st, 2017",Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75,0.0,0,0.0,Green,0,"June 1st, 2018",Specialty Coffee Association,m,650.0,650.0,650.0
Arabica,El Salvador,cacahuatique,275,69 kg,Salvadoran Coffee Council,2017,"May 8th, 2017",Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,82.75,0.0,0,0.0,None,4,"May 8th, 2018",Salvadoran Coffee Council,m,1250.0,1250.0,1250.0
Arabica,Costa Rica,tarrazu,250,69 kg,Specialty Coffee Association of Costa Rica,2016,"April 28th, 2017",Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,0.0,Bluish-Green,1,"April 28th, 2018",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0
Arabica,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,2017,"April 6th, 2017",Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.09,0,1.0,Green,6,"April 6th, 2018",Instituto Hondureño del Café,m,1400.0,1400.0,1400.0
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75,0.11,0,2.0,Bluish-Green,1,"April 25th, 2017",Brazil Specialty Coffee Association,m,905.0,905.0,905.0
Arabica,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,0.1,0,0.0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,m,1100.0,1100.0,1100.0
Arabica,China,menglian,3,60 kg,Yunnan Coffee Exchange,2015,"April 5th, 2016",Catimor,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,Green,2,"April 5th, 2017",Yunnan Coffee Exchange,m,1500.0,1500.0,1500.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2014,"November 7th, 2014",Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,82.75,0.0,0,0.0,Blue-Green,2,"November 7th, 2015",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Malawi,mzuzu,29,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,m,1442.0,1442.0,1442.0
Arabica,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,2014,"June 16th, 2014",Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75,0.13,0,0.0,Green,2,"June 16th, 2015",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0
Arabica,Colombia,huila,275,1 kg,Almacafé,2014,"May 27th, 2014",Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,m,165.0,165.0,165.0
Arabica,United States (Hawaii),kona,10,80 lbs,Specialty Coffee Association,2013,"February 5th, 2014",Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,0.1,6,0.0,Blue-Green,0,"February 5th, 2015",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,United States (Hawaii),kona,6,100 lbs,Specialty Coffee Association,2013,"February 4th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,0.1,0,0.0,Green,0,"February 4th, 2015",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,antioquia,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,0.1,0,0.0,Green,2,"January 21st, 2015",Specialty Coffee Association of Costa Rica,m,1300.0,1300.0,1300.0
Arabica,Mexico,chiapas,32,1 kg,AMECAFE,2013,"March 29th, 2013",Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75,0.12,0,0.0,Green,6,"March 29th, 2014",AMECAFE,m,1550.0,1550.0,1550.0
Arabica,Mexico,veracruz,250,1 kg,AMECAFE,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,82.75,0.12,0,0.0,None,0,"July 11th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
Arabica,Mexico,atoyac de alvarez,21,1 kg,AMECAFE,2012,"June 6th, 2012",Typica,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,8.08,82.75,0.12,1,0.0,None,4,"June 6th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
Arabica,Colombia,south huila,250,70 kg,Almacafé,2012,"April 11th, 2012",Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.75,0.0,0,0.0,Blue-Green,0,"April 11th, 2013",Almacafé,m,1400.0,1850.0,1625.0
Arabica,Colombia,huila,100,70 kg,Almacafé,2012,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.75,0.11,0,0.0,Green,3,"March 5th, 2013",Almacafé,m,1600.0,1950.0,1775.0
Arabica,United States (Hawaii),kona,6,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75,0.12,0,0.0,Green,0,"February 22nd, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Panama,boquete,300,2 kg,Specialty Coffee Association,2012,"February 23rd, 2012",Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75,0.0,0,0.0,Green,4,"February 22nd, 2013",Specialty Coffee Association,m,1100.0,1100.0,1100.0
Arabica,United States (Hawaii),kona,14,1,Specialty Coffee Association,2012,"June 29th, 2010",Other,Washed / Wet,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,82.75,0.0,0,0.0,None,2,"June 29th, 2011",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.0,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,82.67,0.11,0,2.0,Bluish-Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,m,934.0,934.0,934.0
Arabica,Laos,"paksong,laos",60,50 kg,Blossom Valley International,2015,"June 2nd, 2016",Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.13,0,0.0,Bluish-Green,0,"June 2nd, 2017",Blossom Valley International,m,1300.0,1300.0,1300.0
Arabica,El Salvador,"el balsamo, quezaltepec",275,69 kg,Salvadoran Coffee Council,2016,"March 29th, 2016",Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67,0.0,0,0.0,Green,7,"March 29th, 2017",Salvadoran Coffee Council,m,1200.0,1200.0,1200.0
Arabica,Mexico,veracruz,8,8 kg,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",Other,Washed / Wet,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,82.67,0.11,0,2.0,Green,3,"February 24th, 2017",Centro Agroecológico del Café A.C.,m,1300.0,1300.0,1300.0
Arabica,Colombia,huila,1,2 kg,Almacafé,2015,"November 3rd, 2015",Other,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67,0.0,1,0.0,Green,9,"November 2nd, 2016",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.0,0,0.0,Green,0,"October 7th, 2016",Brazil Specialty Coffee Association,m,1.0,1.0,1.0
Arabica,Brazil,monte carmelo,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.67,0.12,0,0.0,None,9,"January 15th, 2016",Brazil Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,"Tanzania, United Republic Of",karatu arusha,93,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,0.12,0,0.0,Green,0,"December 18th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0
Arabica,"Tanzania, United Republic Of",mbinga,77,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,0,0.0,Green,4,"December 15th, 2015",Africa Fine Coffee Association,m,1550.0,1550.0,1550.0
Arabica,Taiwan,嘉義阿里山,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",Typica,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67,0.08,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,m,1200.0,1200.0,1200.0
Arabica,Mexico,la yerba,11,1 kg,AMECAFE,2014,"August 15th, 2014",Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,Green,0,"August 15th, 2015",AMECAFE,m,1296.0,1296.0,1296.0
Arabica,Uganda,mt elgon,1,60 kg,Uganda Coffee Development Authority,2013,"June 25th, 2014",SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.12,0,0.0,Green,0,"June 25th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,m,1240.0,1240.0,1240.0
Arabica,Thailand,phahi,300,60 kg,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Bluish-Green,0,"September 3rd, 2014",Specialty Coffee Institute of Asia,m,1500.0,1500.0,1500.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2012,"January 22nd, 2013",Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,0.11,0,0.0,Bluish-Green,3,"January 22nd, 2014",Almacafé,m,1800.0,1800.0,1800.0
Arabica,El Salvador,Unknown,288,1 kg,Specialty Coffee Association,2012,"August 17th, 2012",Other,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,7.67,82.67,0.0,0,0.0,None,17,"August 17th, 2013",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Guatemala,antigua,275,69 kg,Asociacion Nacional Del Café,2012,"July 17th, 2012",Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,Green,0,"July 17th, 2013",Asociacion Nacional Del Café,m,1500.0,1500.0,1500.0
Arabica,Thailand,thailand,2,1 kg,Specialty Coffee Association,2012,"June 13th, 2012",Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,0,0.0,Bluish-Green,0,"June 13th, 2013",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Mexico,Unknown,36,1 kg,AMECAFE,2012,"June 6th, 2012",Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,None,2,"June 6th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
Arabica,Mexico,mahuixtlan,23,1 kg,AMECAFE,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67,0.12,0,0.0,None,0,"June 6th, 2013",AMECAFE,m,950.0,950.0,950.0
Arabica,Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,1,1 kg,Specialty Coffee Association,Spring 2011 in Colombia.,"November 16th, 2011",Other,Washed / Wet,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,Green,0,"November 15th, 2012",Specialty Coffee Association,m,1800.0,5900.0,3850.0
Arabica,United States (Hawaii),kona,37,100 lbs,Specialty Coffee Association,2012,"September 20th, 2011",Other,Washed / Wet,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67,0.03,2,0.0,None,0,"September 19th, 2012",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Mexico,mexico,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Blue Mountain,Washed / Wet,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,82.67,0.0,0,0.0,None,1,"April 5th, 2012",Specialty Coffee Association,m,1400.0,1400.0,1400.0
Arabica,Colombia,huila,250,70 kg,Almacafé,4T/10,"February 9th, 2011",Other,Washed / Wet,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67,0.08,0,0.0,None,3,"February 9th, 2012",Almacafé,m,1800.0,1800.0,1800.0
Arabica,Colombia,Unknown,270,70 kg,Almacafé,2009-2010,"September 3rd, 2010",Other,Washed / Wet,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,82.67,0.21,0,0.0,None,2,"September 3rd, 2011",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,0,1.0,Green,2,"September 8th, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Taiwan,國姓鄉 guoshing township,6,5 kg,Specialty Coffee Association,2016,"August 22nd, 2017",Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.11,0,5.0,Green,0,"August 22nd, 2018",Specialty Coffee Association,m,1050.0,1050.0,1050.0
Arabica,Brazil,south of minas,198,59 kg,Brazil Specialty Coffee Association,2016,"April 19th, 2017",Other,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,0.11,0,0.0,Green,7,"April 19th, 2018",Brazil Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Taiwan,changhua baguashan 彰化市八卦山,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",Other,Washed / Wet,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58,0.11,0,0.0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,m,200.0,200.0,200.0
Arabica,Brazil,campos altos - cerrado,300,60 kg,Brazil Specialty Coffee Association,2016,"December 28th, 2015",Other,Washed / Wet,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,82.58,0.0,1,9.0,Green,2,"December 27th, 2016",Brazil Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Indonesia,aceh,150,2 kg,Torch Coffee Lab Yunnan,2015,"September 15th, 2015",Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,0,0.0,Blue-Green,6,"September 14th, 2016",Torch Coffee Lab Yunnan,m,1200.0,1300.0,1250.0
Arabica,Thailand,thailand,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Other,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Green,0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0
Arabica,Thailand,chiangrai,50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,Blue-Green,1,"February 15th, 2016",Specialty Coffee Institute of Asia,m,1400.0,1500.0,1450.0
Arabica,"Tanzania, United Republic Of",ikand village,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,None,1,"December 12th, 2015",Africa Fine Coffee Association,m,1317.0,1317.0,1317.0
Arabica,Uganda,eastern,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,0,0.0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0
Arabica,Costa Rica,central valley,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"May 9th, 2014",Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,0,0.0,Green,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0
Arabica,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,2014,"April 18th, 2014",Other,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,0.0,0,0.0,Green,11,"April 18th, 2015",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
